batter,bowler,matchup_balls,matchup_runs,matchup_dismissals,matchup_sr,matchup_avg
DL Chahar,RD Chahar,4,0,1,,0.0
DL Chahar,Rashid Khan,2,1,0,,1.0
DL Chahar,SL Malinga,1,1,0,,1.0
DL Chahar,SP Narine,1,1,0,,1.0
DL Chahar,Sandeep Sharma,4,8,1,,8.0
DL Chahar,Shakib Al Hasan,2,2,0,,2.0
DL Chahar,TA Boult,2,1,0,,1.0
DL Chahar,Z Khan,1,0,1,,0.0
DL Vettori,A Kumble,1,1,0,,1.0
DL Vettori,A Mithun,2,2,0,,2.0
DL Vettori,AB Agarkar,3,9,0,,9.0
DL Vettori,AB Dinda,3,3,0,,3.0
DL Vettori,Azhar Mahmood,1,1,0,,1.0
DL Vettori,DAJ Bracewell,2,2,0,,2.0
DL Vettori,DE Bollinger,1,1,0,,1.0
DL Vettori,DT Christian,2,1,0,,1.0
DL Vettori,DW Steyn,3,1,0,,1.0
DL Vettori,GJ Maxwell,1,0,1,,0.0
DL Vettori,IK Pathan,7,7,1,100.0,7.0
DL Vettori,Iqbal Abdulla,1,1,0,,1.0
DL Vettori,JH Kallis,4,7,0,,7.0
DL Vettori,JR Hopes,6,7,0,116.7,7.0
DL Vettori,KP Appanna,2,1,0,,1.0
DL Vettori,Kamran Khan,4,11,0,,11.0
DL Vettori,L Balaji,8,9,1,112.5,9.0
DL Vettori,LR Shukla,1,1,0,,1.0
DL Vettori,M Morkel,1,1,0,,1.0
DL Vettori,MM Patel,8,3,1,37.5,3.0
DL Vettori,MS Gony,1,1,0,,1.0
DL Vettori,P Kumar,1,3,0,,3.0
DL Vettori,PP Chawla,4,2,1,,2.0
DL Vettori,R Ashwin,1,0,1,,0.0
DL Vettori,R Bhatia,5,12,0,,12.0
DL Vettori,R Vinay Kumar,8,8,0,100.0,8.0
DL Vettori,RA Jadeja,4,7,0,,7.0
DL Vettori,RE van der Merwe,1,1,0,,1.0
DL Vettori,S Nadeem,1,1,0,,1.0
DL Vettori,SK Trivedi,2,1,1,,1.0
DL Vettori,SK Warne,4,4,0,,4.0
DL Vettori,SP Narine,2,2,0,,2.0
DL Vettori,TG Southee,2,2,0,,2.0
DL Vettori,UT Yadav,4,3,0,,3.0
DL Vettori,Y Nagar,2,0,0,,0.0
DL Vettori,YK Pathan,7,4,0,57.1,4.0
DL Vettori,Yuvraj Singh,2,1,0,,1.0
DM Bravo,DT Christian,4,2,0,,2.0
DM Bravo,SN Thakur,1,4,0,,4.0
DNT Zoysa,A Nehra,3,1,0,,1.0
DNT Zoysa,CRD Fernando,4,9,0,,9.0
DNT Zoysa,PP Chawla,1,1,0,,1.0
DNT Zoysa,S Sreesanth,1,0,1,,0.0
DP Conway,A Nortje,21,30,1,142.9,30.0
DP Conway,A Zampa,10,15,1,150.0,15.0
DP Conway,AK Markram,14,27,0,192.9,27.0
DP Conway,AR Patel,15,21,1,140.0,21.0
DP Conway,Akash Madhwal,2,1,1,,1.0
DP Conway,Arshdeep Singh,12,19,0,158.3,19.0
DP Conway,Avesh Khan,5,9,0,,9.0
DP Conway,B Kumar,21,17,0,81.0,17.0
DP Conway,C Sakariya,9,16,0,177.8,16.0
DP Conway,CV Varun,16,22,1,137.5,22.0
DP Conway,D Wiese,10,21,0,210.0,21.0
DP Conway,DG Nalkande,10,14,0,140.0,14.0
DP Conway,DR Sams,1,0,1,,0.0
DP Conway,G Coetzee,7,10,0,142.9,10.0
DP Conway,GJ Maxwell,24,28,0,116.7,28.0
DP Conway,HH Pandya,11,15,0,136.4,15.0
DP Conway,HV Patel,9,14,1,155.6,14.0
DP Conway,Harshit Rana,5,6,0,,6.0
DP Conway,I Sharma,1,0,0,,0.0
DP Conway,J Little,5,13,0,,13.0
DP Conway,JC Archer,16,19,0,118.8,19.0
DP Conway,JO Holder,11,13,0,118.2,13.0
DP Conway,JP Behrendorff,4,0,1,,0.0
DP Conway,JR Hazlewood,3,2,0,,2.0
DP Conway,K Khejroliya,2,5,0,,5.0
DP Conway,K Rabada,13,21,0,161.5,21.0
DP Conway,K Yadav,1,1,0,,1.0
DP Conway,KH Pandya,6,14,0,233.3,14.0
DP Conway,KK Ahmed,24,32,1,133.3,32.0
DP Conway,KR Mayers,5,4,0,,4.0
DP Conway,KR Sen,7,4,0,57.1,4.0
DP Conway,Kuldeep Yadav,18,43,0,238.9,43.0
DP Conway,LH Ferguson,5,4,0,,4.0
DP Conway,LS Livingstone,4,11,0,,11.0
DP Conway,Lalit Yadav,12,23,0,191.7,23.0
DP Conway,M Jansen,36,69,0,191.7,69.0
DP Conway,M Markande,12,14,0,116.7,14.0
DP Conway,M Prasidh Krishna,7,5,0,71.4,5.0
DP Conway,M Shahrukh Khan,2,2,0,,2.0
DP Conway,MA Starc,4,3,0,,3.0
DP Conway,MA Wood,6,13,1,216.7,13.0
DP Conway,MM Ali,5,2,2,,1.0
DP Conway,MM Sharma,7,10,0,142.9,10.0
DP Conway,MP Stoinis,5,8,0,,8.0
DP Conway,MR Marsh,6,12,0,200.0,12.0
DP Conway,Mayank Dagar,7,8,0,114.3,8.0
DP Conway,Mohammed Shami,16,15,3,93.8,5.0
DP Conway,Mohammed Siraj,16,20,0,125.0,20.0
DP Conway,Mukesh Kumar,6,4,0,66.7,4.0
DP Conway,Noor Ahmad,21,23,1,109.5,23.0
DP Conway,PP Chawla,9,6,0,66.7,6.0
DP Conway,PWH de Silva,16,30,1,187.5,30.0
DP Conway,R Ashwin,8,5,1,62.5,5.0
DP Conway,R Goyal,10,13,0,130.0,13.0
DP Conway,R Sai Kishore,5,5,0,,5.0
DP Conway,RD Chahar,10,18,0,180.0,18.0
DP Conway,Rashid Khan,16,30,1,187.5,30.0
DP Conway,Ravi Bishnoi,2,3,0,,3.0
DP Conway,SM Curran,10,17,0,170.0,17.0
DP Conway,SN Thakur,9,7,1,77.8,7.0
DP Conway,SP Narine,10,13,0,130.0,13.0
DP Conway,Sandeep Sharma,10,6,0,60.0,6.0
DP Conway,Shahbaz Ahmed,9,17,0,188.9,17.0
DP Conway,Shashank Singh,3,6,0,,6.0
DP Conway,Shivam Mavi,5,2,0,,2.0
DP Conway,Sikandar Raza,10,18,0,180.0,18.0
DP Conway,Suyash Sharma,8,6,0,75.0,6.0
DP Conway,T Natarajan,9,19,0,211.1,19.0
DP Conway,T Stubbs,5,5,0,,5.0
DP Conway,TA Boult,6,12,0,200.0,12.0
DP Conway,TU Deshpande,5,6,0,,6.0
DP Conway,UT Yadav,7,2,1,28.6,2.0
DP Conway,Umran Malik,12,16,1,133.3,16.0
DP Conway,V Nigam,1,0,1,,0.0
DP Conway,VG Arora,19,22,0,115.8,22.0
DP Conway,Vijaykumar Vyshak,12,32,0,266.7,32.0
DP Conway,WD Parnell,6,13,0,216.7,13.0
DP Conway,Washington Sundar,8,5,0,62.5,5.0
DP Conway,YS Chahal,17,24,1,141.2,24.0
DP Conway,Yash Thakur,15,16,0,106.7,16.0
DP Conway,Yudhvir Singh,3,4,1,,4.0
DP Nannes,Harbhajan Singh,3,0,1,,0.0
DP Nannes,KA Pollard,2,1,0,,1.0
DP Nannes,ST Jayasuriya,6,2,0,33.3,2.0
DP Nannes,WPUJC Vaas,2,1,0,,1.0
DP Vijaykumar,A Mishra,1,1,0,,1.0
DPMD Jayawardene,A Kumble,12,23,0,191.7,23.0
DPMD Jayawardene,A Mishra,15,20,0,133.3,20.0
DPMD Jayawardene,A Nehra,16,16,0,100.0,16.0
DPMD Jayawardene,A Singh,4,7,0,,7.0
DPMD Jayawardene,A Symonds,12,9,1,75.0,9.0
DPMD Jayawardene,AA Chavan,5,5,1,,5.0
DPMD Jayawardene,AB Agarkar,35,44,1,125.7,44.0
DPMD Jayawardene,AB Dinda,11,17,2,154.5,8.5
DPMD Jayawardene,AB McDonald,5,6,0,,6.0
DPMD Jayawardene,AC Thomas,11,13,1,118.2,13.0
DPMD Jayawardene,AC Voges,4,4,0,,4.0
DPMD Jayawardene,AD Mascarenhas,4,2,0,,2.0
DPMD Jayawardene,AD Mathews,9,8,1,88.9,8.0
DPMD Jayawardene,AG Murtaza,11,10,1,90.9,10.0
DPMD Jayawardene,AP Dole,8,17,1,212.5,17.0
DPMD Jayawardene,AUK Pathan,4,4,0,,4.0
DPMD Jayawardene,Azhar Mahmood,22,35,1,159.1,35.0
DPMD Jayawardene,B Kumar,13,10,0,76.9,10.0
DPMD Jayawardene,B Lee,22,37,1,168.2,37.0
DPMD Jayawardene,BA Bhatt,11,21,0,190.9,21.0
